# LLVM 15.0.1

# piglit failures
spec@arb_shading_language_packing@execution@built-in-functions@vs-packhalf2x16,Fail
spec@egl_chromium_sync_control@conformance,Fail
spec@egl_chromium_sync_control@conformance@eglGetSyncValuesCHROMIUM_msc_and_sbc_test,Fail
spec@egl_ext_protected_content@conformance,Fail
spec@ext_framebuffer_blit@fbo-blit-check-limits,Fail
spec@glsl-1.20@compiler@invalid-vec4-array-to-vec3-array-conversion.vert,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@frag-conversion-explicit-dvec4-vec4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@geom-conversion-explicit-dvec4-vec4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2-mat2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2x3-mat2x3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat2x4-mat2x4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3-mat3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3x2-mat3x2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat3x4-mat3x4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4-mat4,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4x2-mat4x2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dmat4x3-mat4x3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-double-float,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec2-vec2,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec3-vec3,Fail
spec@glsl-4.00@execution@conversion@vert-conversion-explicit-dvec4-vec4,Fail
spec@glsl-es-3.00@execution@built-in-functions@fs-packhalf2x16,Fail
spec@glsl-es-3.00@execution@built-in-functions@vs-packhalf2x16,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gl srgb-fp@sRGB decode full precision,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp,Fail
spec@khr_texture_compression_astc@sliced-3d-miptree-gles srgb-fp@sRGB decode full precision,Fail
spec@oes_shader_io_blocks@compiler@layout-location-aliasing.vert,Fail

# glcts failures
KHR-GL46.shader_ballot_tests.ShaderBallotFunctionRead,Fail
KHR-GL46.sparse_texture2_tests.SparseTexture2Allocation,Fail
KHR-GL46.sparse_texture2_tests.SparseTexture2Commitment,Fail
KHR-GL46.sparse_texture2_tests.StandardPageSizesTestCase,Fail
KHR-GL46.sparse_texture2_tests.UncommittedRegionsAccess,Fail
KHR-GL46.sparse_texture_clamp_tests.SparseTextureClampLookupColor,Fail
KHR-GL46.sparse_texture_clamp_tests.SparseTextureClampLookupResidency,Fail
KHR-GL46.shader_image_load_store.basic-allTargets-atomic,Fail
KHR-Single-GL46.enhanced_layouts.xfb_capture_inactive_output_component,Fail
